"gemeente"	"Amsterdamse code"	"begindatum"	"einddatum"	"CBS code"	"CBS code 1966"	"Wageningse code"	"Provincie"	"EGG"	"Corop"	"EUCLIDMIDX"	"EUCLIDMIDY"	"Wagextra"
"Hoogeveen [Delfland]"	10835.00	4/1/1817 0:00:00	1/1/1833 0:00:00	1331.00		8214.00	8.00	82.00		8850.00	45090.00	
"Hoogeveen [Rijnland]"	10755.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1332.00		8213.00	8.00	83.00		9978.00	45371.00	
"Hoogezand"	10410.00	1/1/1812 0:00:00	4/1/1949 0:00:00	1083.00		1016.00	1.00	4.00	3.00	24461.00	57245.00	
"Hoogezand-Sappemeer"	10410.00	4/1/1949 0:00:00	1/1/2009 0:00:00	18.00	18.00	1016.00	1.00	4.00	3.00	24461.00	57245.00	
"Hoogkarspel"	10642.00	1/1/1812 0:00:00	1/1/1979 0:00:00	403.00	403.00	7104.00	7.00	54.00	18.00	14044.00	52293.00	
"Hoogkerk"	10953.00	1/1/1812 0:00:00	1/1/1969 0:00:00	1084.00	19.00	1007.00	1.00	8.00	3.00	22907.00	58211.00	
"Hoogland"	10545.00	1/1/1812 0:00:00	1/1/1974 0:00:00	320.00	320.00	6015.00	6.00	43.00	17.00	15401.00	46691.00	
"Hoogmade"	10026.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1333.00		8212.00	8.00	72.00		9898.00	46512.00	
"Hoogvliet"	10348.00	4/1/1817 0:00:00	5/1/1934 0:00:00	1085.00		8183.00	8.00	91.00		8361.00	43153.00	
"Hoogwoud"	11029.00	1/1/1812 0:00:00	1/1/1979 0:00:00	404.00	404.00	7057.00	7.00	54.00	18.00	12542.00	52695.00	
"Hoorn"	11392.00	1/1/1812 0:00:00	1/1/2009 0:00:00	405.00	405.00	7029.00	7.00	54.00	18.00	13272.00	51846.00	
"Hoornaar"	10516.00	4/1/1817 0:00:00	1/1/1986 0:00:00	536.00	536.00	8114.00	8.00	77.00	30.00	12403.00	43176.00	
"Horn"	11176.00	1/1/1812 0:00:00	1/1/1991 0:00:00	922.00	922.00	11095.00	11.00	123.00	38.00	19326.00	35835.00	
"Horssen"	10607.00	1/1/1812 0:00:00	1/1/1984 0:00:00	254.00	254.00	5021.00	5.00	41.00	15.00	17012.00	42934.00	
"Horst"	11108.00	1/1/1812 0:00:00	1/1/2001 0:00:00	923.00	923.00	11116.00	11.00	120.00	37.00	19729.00	38527.00	
"Horst aan de Maas"	11108.00	1/1/2001 0:00:00	1/1/2009 0:00:00	1507.00			11.00					
"Houten"	10230.00	1/1/1812 0:00:00	1/1/2009 0:00:00	321.00	321.00	6034.00	6.00	45.00	17.00	14190.00	44807.00	
"Houthem"	11111.00	1/1/1812 0:00:00	10/1/1940 0:00:00	1086.00		11046.00	11.00	127.00		18434.00	32095.00	
"Houtrijk en Polanen"	11252.00	5/1/1817 0:00:00	9/22/1863 0:00:00	1087.00		7142.00	7.00	62.00		11064.00	48937.00	
"Huijbergen"	10466.00	1/1/1812 0:00:00	1/1/1997 0:00:00	803.00	803.00	10016.00	10.00	102.00	33.00	8445.00	38346.00	
"Huisseling en Neerloon"	10049.00	1/1/1812 0:00:00	5/1/1923 0:00:00	1088.00		10168.00	10.00	111.00		17318.00	42205.00	
"Huissen"	11047.00	1/1/1812 0:00:00	1/1/2001 0:00:00	255.00	255.00	5059.00	5.00	37.00	15.00	19232.00	43896.00	
"Huizen"	11170.00	1/1/1812 0:00:00	1/1/2009 0:00:00	406.00	406.00	7012.00	7.00	67.00	24.00	14449.00	47787.00	
"Huizum"	10525.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Hulsberg"	11216.00	1/1/1812 0:00:00	1/1/1982 0:00:00	924.00	924.00	11045.00	11.00	125.00	39.00	18812.00	32231.00	
"Hulst"	11408.00	1/1/1812 0:00:00	1/1/2009 0:00:00	677.00	677.00	9006.00	9.00	100.00	31.00	6182.00	36706.00	
"Hummelo"	11235.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Hummelo en Keppel"	11235.00	1/1/1818 0:00:00	1/1/2005 0:00:00	256.00	256.00	5070.00	5.00	27.00	14.00	21229.00	44682.00	
"Hunsel"	10784.00	1/1/1812 0:00:00	1/1/2009 0:00:00	925.00	925.00	11100.00	11.00	123.00	38.00	18349.00	35709.00	
"Hurwenen [1]"	11432.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Hurwenen [2]"	11432.00	1/1/1821 0:00:00	7/1/1955 0:00:00	1089.00		5004.00	5.00	42.00		14862.00	42415.00	
"Idaarderadeel"	10815.00	10/1/1816 0:00:00	1/1/1984 0:00:00	78.00	78.00	2030.00	2.00	10.00	4.00	18505.00	57055.00	
"IJlst"	11062.00	1/1/1812 0:00:00	1/1/1984 0:00:00	102.00	102.00	2005.00	2.00	10.00	5.00	17120.00	55766.00	
"IJsselham"	10858.00	1/1/1973 0:00:00	1/1/2001 0:00:00	195.00	195.00	4010.00	4.00	19.00	10.00	19325.00	53473.00	
"IJsselmonde"	11357.00	1/1/1812 0:00:00	8/1/1941 0:00:00	1230.00		8092.00	8.00	84.00		9675.00	43355.00	
"IJsselmuiden"	10641.00	1/1/1812 0:00:00	1/1/2001 0:00:00	191.00	191.00	4027.00	4.00	20.00	10.00	19452.00	50848.00	
"IJsselstein"	10152.00	1/1/1812 0:00:00	1/1/2009 0:00:00	353.00	353.00	6040.00	6.00	46.00	17.00	13046.00	44851.00	
"IJzendijke"	10688.00	1/1/1812 0:00:00	4/1/1970 0:00:00	730.00	730.00	9092.00	9.00	98.00	31.00	3064.00	37208.00	
"IJzendoorn"	11430.00	1/1/1818 0:00:00	5/1/1923 0:00:00	1231.00		5091.00	5.00	37.00		16463.00	43551.00	
"Ilpendam"	10809.00	1/1/1812 0:00:00	1/1/1991 0:00:00	407.00	407.00	7070.00	7.00	57.00	23.00	12480.00	49858.00	
"Indijk"	10411.00	4/1/1817 0:00:00	1/13/1821 0:00:00				6.00					
"Itteren"	10458.00	1/1/1812 0:00:00	7/1/1970 0:00:00	926.00	926.00	11050.00	11.00	127.00	39.00	17751.00	32321.00	
"Ittervoort"	10190.00	1/1/1812 0:00:00	7/1/1942 0:00:00	1090.00		11099.00	11.00	123.00		18575.00	35412.00	
"Jaarsveld"	10847.00	1/1/1812 0:00:00	1/1/1943 0:00:00	1091.00		6042.00	6.00	49.00		12746.00	44330.00	
"Jabeek"	10256.00	1/1/1812 0:00:00	1/1/1982 0:00:00	927.00	927.00	11010.00	11.00	125.00	39.00	19452.00	33228.00	
"Jacobswoude"	10461.00	1/1/1991 0:00:00	1/1/2009 0:00:00	645.00			8.00					
"Jelsum"	10645.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Jisp"	10481.00	1/1/1812 0:00:00	1/1/1991 0:00:00	408.00	408.00	7064.00	7.00	58.00	22.00	11796.00	50394.00	
"Jorwerd"	11251.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Joure"	10022.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Jutphaas"	10374.00	1/1/1812 0:00:00	7/1/1971 0:00:00	322.00	322.00	6038.00	6.00	46.00	17.00	13333.00	45143.00	
"Kalslagen"	10724.00	5/1/1817 0:00:00	5/31/1854 0:00:00	1334.00		7145.00	7.00	62.00		11221.00	47191.00	
"Kamerik [1]"	10554.00	1/1/1812 0:00:00	1/1/1818 0:00:00				6.00					
"Kamerik [2]"	10554.00	9/8/1857 0:00:00	1/1/1989 0:00:00	323.00	323.00	6070.00	6.00	49.00	17.00	12161.00	46030.00	
"Kamerik-Houtdijken"	10554.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1335.00		6070.00	6.00	49.00		12161.00	46030.00	
"Kamerik-Mijzijde"	10555.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1336.00		6077.00	6.00	49.00		11983.00	45932.00	
"Kampen"	10253.00	1/1/1812 0:00:00	1/1/2009 0:00:00	166.00	166.00	4029.00	4.00	20.00	10.00	19052.00	50923.00	
"Kampensnieuwland"	11197.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Kamperveen"	10443.00	1/1/1812 0:00:00	1/1/1937 0:00:00	1092.00		4057.00	4.00	20.00		19210.00	50167.00	
"Kantens"	10372.00	1/1/1812 0:00:00	1/1/1990 0:00:00	20.00	20.00	1048.00	1.00	1.00	3.00	23972.00	59857.00	
"Kapelle"	11223.00	1/1/1812 0:00:00	1/1/2009 0:00:00	678.00	678.00	9014.00	9.00	97.00	32.00	5550.00	38889.00	
"Katendrecht"	11401.00	4/1/1817 0:00:00	1/1/1874 0:00:00	1093.00		8216.00	8.00	84.00		9204.00	43433.00	
"Kats"	10919.00	1/1/1812 0:00:00	4/1/1941 0:00:00	1094.00		9034.00	9.00	97.00		4961.00	39867.00	
"Kattendijke"	11218.00	1/1/1812 0:00:00	1/1/1970 0:00:00	679.00	679.00	9011.00	9.00	97.00	32.00	5229.00	39346.00	
"Katwijk"	10707.00	1/1/1812 0:00:00	1/1/2009 0:00:00	537.00	537.00	8017.00	8.00	69.00	25.00	8775.00	46748.00	
"Katwoude"	11136.00	5/1/1817 0:00:00	1/1/1991 0:00:00	409.00	409.00	7023.00	7.00	57.00		13144.00	49889.00	
"Kedichem"	10280.00	1/1/1812 0:00:00	1/1/1986 0:00:00	538.00	538.00	8117.00	8.00	78.00	30.00	13171.00	43211.00	
"Keppel"	10488.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Kerkrade"	10313.00	2/24/1817 0:00:00	1/1/2009 0:00:00	928.00	928.00	11017.00	11.00	125.00	39.00	20149.00	32040.00	
"Kerkwerve"	10837.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1095.00		9063.00	9.00	93.00		5032.00	41198.00	
"Kerkwijk"	10791.00	1/1/1818 0:00:00	1/1/1999 0:00:00	257.00	257.00	5008.00	5.00	42.00	16.00	14274.00	42129.00	
"Kessel [Li]"	10890.00	1/1/1812 0:00:00	1/1/2009 0:00:00	929.00	929.00	11112.00	11.00	123.00	37.00	20104.00	36752.00	
"Kessel [NB]"	10625.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Kesteren"	10916.00	1/1/1818 0:00:00	4/1/2003 0:00:00	258.00	258.00	5053.00	5.00	37.00	16.00	16956.00	43855.00	
"Kethel en Spaland"	10551.00	1/1/1812 0:00:00	8/1/1941 0:00:00	1096.00		8083.00	8.00			8550.00	43991.00	
"Kijfhoek"	10319.00	4/1/1817 0:00:00	8/19/1857 0:00:00	1337.00		8221.00	8.00	87.00		10069.00	42688.00	
"Klaaskinderenkerke"	11449.00	1/1/1812 0:00:00	1/1/1813 0:00:00				9.00					
"Klaaswaal"	10284.00	1/1/1812 0:00:00	1/1/1984 0:00:00	539.00	539.00	8139.00	8.00	90.00	29.00	9092.00	41986.00	
"Kleine Lindt"	10150.00	4/1/1817 0:00:00	8/19/1857 0:00:00	1338.00		8218.00	8.00	87.00		9894.00	42629.00	
"Kleverskerke"	10519.00	1/1/1812 0:00:00	10/2/1857 0:00:00	1339.00		9113.00	9.00	96.00		3589.00	39408.00	
"Klimmen"	10977.00	1/1/1812 0:00:00	1/1/1982 0:00:00	930.00	930.00	11118.00	11.00	125.00	39.00	19064.00	32197.00	
"Kloetinge"	10155.00	1/1/1812 0:00:00	1/1/1970 0:00:00	680.00	680.00	9013.00	9.00	97.00	32.00	5246.00	39060.00	
"Kloosterburen"	10628.00	1/1/1812 0:00:00	1/1/1990 0:00:00	21.00	21.00	1035.00	1.00	1.00	3.00	22065.00	60018.00	
"Klundert"	10656.00	1/1/1812 0:00:00	1/1/1997 0:00:00	804.00	804.00	10023.00	10.00	101.00	33.00	9875.00	40917.00	
"Kockengen"	10765.00	1/1/1812 0:00:00	1/1/1989 0:00:00	324.00	324.00	6069.00	6.00	49.00	17.00	12393.00	46209.00	
"Koedijk"	10510.00	1/1/1812 0:00:00	10/1/1972 0:00:00	410.00	410.00	7047.00	7.00	55.00	19.00	11249.00	52009.00	
"Koewacht"	10892.00	1/1/1812 0:00:00	4/1/1970 0:00:00	681.00	681.00	9102.00	9.00	100.00	31.00	5525.00	36172.00	
"Kollum"	10984.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Kollumerland en Nieuwkruisland"	10984.00	10/1/1816 0:00:00	1/1/2009 0:00:00	79.00	79.00	2035.00	2.00	12.00	4.00	20725.00	58942.00	
"Koog aan de Zaan"	10776.00	1/1/1812 0:00:00	1/1/1974 0:00:00	411.00	411.00	7006.00	7.00	58.00	22.00	11482.00	49728.00	
"Korendijk [1]"	10914.00	1/1/1812 0:00:00	4/1/1817 0:00:00				8.00					
"Korendijk [2]"	10914.00	1/1/1984 0:00:00	1/1/2009 0:00:00	588.00	588.00	8151.00	8.00	90.00		8203.00	42359.00	
"Kortenhoef"	10467.00	1/1/1812 0:00:00	8/1/1966 0:00:00	1097.00	412.00	7121.00	7.00	65.00	18.00	13410.00	47181.00	
"Kortgene"	10250.00	1/1/1812 0:00:00	1/1/1995 0:00:00	682.00	682.00	9035.00	9.00	97.00	32.00	4612.00	39911.00	
"Koudekerk [ZH]"	10029.00	1/1/1812 0:00:00	1/1/1938 0:00:00	540.00	540.00	8031.00	8.00					"x"
"Koudekerk aan den Rijn"	10029.00	1/1/1938 0:00:00	1/1/1991 0:00:00	540.00	540.00	8031.00	8.00	73.00	28.00	10057.00	46187.00	
"Koudekerke [Walcheren]"	11428.00	1/1/1812 0:00:00	7/1/1966 0:00:00	1098.00	683.00	9042.00	9.00	96.00	32.00	2814.00	38908.00	
"Koudum"	10334.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Krabbendijke"	11038.00	1/1/1812 0:00:00	1/1/1970 0:00:00	684.00	684.00	9018.00	9.00	97.00		6681.00	38434.00	
"Kralingen"	11367.00	1/1/1812 0:00:00	2/28/1895 0:00:00	1099.00		8090.00	8.00	84.00		9586.00	43749.00	
"Krimpen aan de Lek"	10617.00	1/1/1812 0:00:00	1/1/1985 0:00:00	541.00	541.00	8076.00	8.00	75.00	29.00	10180.00	43505.00	
"Krimpen aan den IJssel"	10859.00	4/1/1817 0:00:00	1/1/2009 0:00:00	542.00	542.00	8077.00	8.00	88.00		10078.00	43692.00	
"Krommenie"	10373.00	1/1/1812 0:00:00	1/1/1974 0:00:00	413.00	413.00	7077.00	7.00	58.00	22.00	11216.00	50223.00	
"Kruiningen"	10077.00	1/1/1812 0:00:00	1/1/1970 0:00:00	685.00	685.00	9017.00	9.00	97.00	32.00	6100.00	38563.00	
"Kuinre"	11148.00	1/1/1812 0:00:00	1/1/1973 0:00:00	167.00	167.00	4008.00	4.00	19.00	10.00	18426.00	53464.00	
"Kwadijk"	10775.00	5/1/1817 0:00:00	8/1/1970 0:00:00	414.00	414.00	7024.00	7.00	56.00	23.00	12842.00	50479.00	
"Laagblokland"	10351.00	4/1/1817 0:00:00	8/19/1857 0:00:00	1340.00		8210.00	8.00	77.00		11798.00	43308.00	
"Laag-Nieuwkoop"	10305.00	1/1/1818 0:00:00	5/1/1942 0:00:00	1100.00		6062.00	6.00	49.00		12696.00	46023.00	
"Laarbeek"	10173.00	1/1/1997 0:00:00	1/1/2009 0:00:00	1659.00			10.00					
"Landerd"	10276.00	1/1/1994 0:00:00	1/1/2009 0:00:00	1685.00			10.00					
"Landgraaf"	11335.00	1/1/1982 0:00:00	1/1/2009 0:00:00	882.00	882.00	11014.00	11.00	125.00	39.00	20153.00	32565.00	
"Landsmeer"	11225.00	1/1/1812 0:00:00	1/1/2009 0:00:00	415.00	415.00	7022.00	7.00	57.00	23.00	12418.00	49343.00	
"Langbroek"	11413.00	1/1/1812 0:00:00	1/1/1996 0:00:00	325.00	325.00	6026.00	6.00	45.00	17.00	15260.00	44627.00	
"Lange Ruige Weide"	10900.00	1/1/1818 0:00:00	2/1/1964 0:00:00	1101.00		8050.00	8.00	74.00		11438.00	45120.00	
"Langebakkersoord"	10670.00	4/1/1817 0:00:00	7/1/1826 0:00:00				8.00					
"Langedijk"	10955.00	8/1/1941 0:00:00	1/1/2009 0:00:00	416.00	416.00	7046.00	7.00	53.00	19.00	11516.00	52119.00	
"Langerak"	11127.00	4/1/1817 0:00:00	1/1/1986 0:00:00	543.00	543.00	8097.00	8.00	77.00	30.00	12177.00	43830.00	
"Langezwaag"	10770.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Langweer"	10086.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Laren [Ge]"	10098.00	1/1/1812 0:00:00	8/1/1971 0:00:00	259.00	259.00	5088.00	5.00	28.00	14.00	22485.00	46483.00	
"Laren [NH]"	10649.00	1/1/1812 0:00:00	1/1/2009 0:00:00	417.00	417.00	7010.00	7.00	67.00	24.00	14332.00	47257.00	
"Lauwerecht"	10431.00	1/1/1818 0:00:00	8/1/1823 0:00:00				6.00					
"Lede- en Oudewaard"	10231.00	1/1/1818 0:00:00	1/1/1822 0:00:00				5.00					
"Leek"	10604.00	1/1/1812 0:00:00	1/1/2009 0:00:00	22.00	22.00	1041.00	1.00	5.00	3.00	22136.00	57442.00	
"Leende"	11017.00	1/1/1812 0:00:00	1/1/1997 0:00:00	805.00	805.00	10057.00	10.00	117.00	36.00	16698.00	37128.00	
"Leens"	11050.00	1/1/1812 0:00:00	1/1/1990 0:00:00	23.00	23.00	1046.00	1.00	1.00	3.00	22355.00	59582.00	
"Leerbroek"	10465.00	4/1/1817 0:00:00	1/1/1986 0:00:00	544.00	544.00	8107.00	8.00	78.00	30.00	13121.00	43688.00	
"Leerdam"	10685.00	1/1/1812 0:00:00	1/1/2009 0:00:00	545.00	545.00	8106.00	8.00	78.00	30.00	13462.00	43516.00	
"Leersum"	11142.00	1/1/1812 0:00:00	1/1/2006 0:00:00	326.00	326.00	6025.00	6.00	44.00	17.00	15883.00	44846.00	
"Leeuwarden"	11228.00	1/1/1812 0:00:00	1/1/2009 0:00:00	80.00	80.00	2010.00	2.00	11.00	4.00	18303.00	57984.00	
"Leeuwarderadeel"	10851.00	10/1/1816 0:00:00	1/1/2009 0:00:00	81.00	81.00	2013.00	2.00	12.00	4.00	18200.00	57983.00	
"Leeuwen"	10548.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Leiden"	10702.00	1/1/1812 0:00:00	1/1/2009 0:00:00	546.00	546.00	8020.00	8.00	70.00	25.00	9380.00	46324.00	
"Leiderdorp"	10058.00	1/1/1812 0:00:00	1/1/2009 0:00:00	547.00	547.00	8021.00	8.00	71.00	25.00	9647.00	46338.00	
"Leidschendam [1]"	10742.00	1/1/1812 0:00:00	4/1/1817 0:00:00				8.00					
"Leidschendam [2]"	10742.00	1/1/1938 0:00:00	1/1/2002 0:00:00	548.00	548.00	8036.00	8.00	80.00	26.00	8713.00	45671.00	
"Leidschendam-Voorburg"	11103.00	1/1/2002 0:00:00	1/1/2009 0:00:00	1916.00			8.00					
"Leimuiden"	11351.00	1/1/1812 0:00:00	1/1/1865 0:00:00	549.00	549.00	7144.00	7.00	62.00	28.00	10756.00	46959.00	"x"
"Leimuiden"	11351.00	1/1/1865 0:00:00	1/1/1991 0:00:00	549.00	549.00	8024.00	8.00	72.00	28.00			
"Lekkerkerk"	10050.00	1/1/1812 0:00:00	1/1/1985 0:00:00	550.00	550.00	8075.00	8.00	75.00	29.00	10711.00	43615.00	
"Lelystad"	11110.00	1/1/1980 0:00:00	1/1/2009 0:00:00	995.00	995.00	12004.00	12.00	129.00	40.00			
"Lemmer"	10142.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Lemsterland"	10142.00	10/1/1816 0:00:00	1/1/2009 0:00:00	82.00	82.00	2018.00	2.00	10.00	5.00	17880.00	54020.00	
"Lent"	10143.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Leusden"	10978.00	1/1/1812 0:00:00	1/1/2009 0:00:00	327.00	327.00	6019.00	6.00	43.00	17.00	15637.00	45856.00	
"Leuth"	10556.00	1/1/1812 0:00:00	1/1/1814 0:00:00				5.00					
"Lexmond"	10930.00	1/1/1812 0:00:00	1/1/1986 0:00:00	551.00	551.00	8099.00	8.00	78.00	30.00	12971.00	44003.00	
"Lichtenvoorde"	10242.00	1/1/1812 0:00:00	1/1/2005 0:00:00	260.00	260.00	5076.00	5.00	30.00	14.00	23571.00	44643.00	
"Liemeer"	10487.00	1/1/1994 0:00:00	1/1/2009 0:00:00	1673.00			8.00					
"Liempde"	10390.00	1/1/1812 0:00:00	1/1/1996 0:00:00	806.00	806.00	10092.00	10.00	110.00		15313.00	39829.00	
"Lienden"	11093.00	1/1/1812 0:00:00	1/1/1999 0:00:00	261.00	261.00	5050.00	5.00	37.00	16.00	16365.00	44020.00	
"Lierop"	11279.00	1/1/1812 0:00:00	5/1/1935 0:00:00	1102.00		10169.00	10.00	118.00		17469.00	38208.00	
"Lieshout"	10637.00	1/1/1812 0:00:00	1/1/1997 0:00:00	807.00	807.00	10090.00	10.00	115.00	36.00	16790.00	39363.00	
"Liesveld"	11205.00	1/1/1986 0:00:00	1/1/2009 0:00:00	694.00	694.00	8005.00	8.00	77.00	30.00	11927.00	43795.00	
"Limbricht"	11124.00	1/1/1812 0:00:00	1/1/1982 0:00:00	931.00	931.00	11062.00	11.00	124.00	39.00	18572.00	33574.00	
"Limmen"	11370.00	5/1/1817 0:00:00	1/1/2002 0:00:00	418.00	418.00	7082.00	7.00	55.00	19.00	10861.00	50823.00	
"Linden"	11305.00	1/1/1812 0:00:00	8/1/1942 0:00:00	1103.00		10150.00	10.00	119.00		18566.00	41781.00	
"Lingewaal"	11376.00	1/3/1987 0:00:00	1/1/2009 0:00:00	733.00	733.00	5033.00	5.00	38.00	16.00	13106.00	42851.00	
"Lingewaard"	10744.00	1/1/2003 0:00:00	1/1/2009 0:00:00	1705.00			5.00					
"Linne"	10990.00	1/1/1812 0:00:00	1/1/1991 0:00:00	932.00	932.00	11075.00	11.00	122.00	38.00	19422.00	35234.00	
"Linschoten"	11324.00	1/1/1812 0:00:00	1/1/1989 0:00:00	328.00	328.00	6049.00	6.00	49.00	17.00	12445.00	45272.00	
"Lippenhuizen"	10507.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Lisse"	10197.00	1/1/1812 0:00:00	1/1/2009 0:00:00	553.00	553.00	8013.00	8.00	68.00	25.00	9720.00	47428.00	
"Lith"	11219.00	1/1/1812 0:00:00	1/1/2009 0:00:00	808.00	808.00	10129.00	10.00	111.00		15742.00	42260.00	
"Lithoijen"	10024.00	1/1/1812 0:00:00	1/1/1939 0:00:00	1104.00		10170.00	10.00	111.00		15967.00	42185.00	
"Littenseradeel"	10422.00	1/1/1984 0:00:00	1/26/1985 0:00:00	103.00	103.00	2049.00	2.00	10.00	4.00			
"Littenseradiel"	10422.00	1/26/1985 0:00:00	1/1/2009 0:00:00	140.00	140.00	2049.00	2.00	10.00	4.00			
"Lobith"	10719.00	3/1/1817 0:00:00	1/1/1818 0:00:00				5.00					
"Lochem"	11263.00	1/1/1812 0:00:00	1/1/2009 0:00:00	262.00	262.00	5089.00	5.00	28.00	14.00	22555.00	46358.00	
"Loenen [1]"	11202.00	1/1/1812 0:00:00	5/1/1817 0:00:00				6.00					
"Loenen [2]"	11202.00	1/1/1820 0:00:00	1/1/2009 0:00:00	329.00	329.00	6063.00	6.00	48.00	17.00	12875.00	46885.00	
"Loenen [Ge]"	10234.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Loenen en Wolferen"	10423.00	1/1/1818 0:00:00	5/22/1854 0:00:00	1341.00		5119.00	5.00	37.00		17976.00	43345.00	
"Loenen-Kronenburg"	11439.00	5/1/1817 0:00:00	1/1/1820 0:00:00				6.00					
"Loenersloot"	10208.00	1/1/1818 0:00:00	4/1/1964 0:00:00	1105.00		6006.00	6.00	48.00		12713.00	46895.00	
"Lonneker"	11045.00	1/1/1812 0:00:00	5/1/1934 0:00:00	1106.00		4058.00	4.00	24.00		25635.00	47143.00	
"Loon op Zand"	11259.00	1/1/1812 0:00:00	1/1/2009 0:00:00	809.00	809.00	10098.00	10.00	108.00	34.00	13125.00	40606.00	
"Looperskapelle"	10317.00	1/1/1812 0:00:00	1/1/1813 0:00:00				9.00					
"Loosdrecht"	10639.00	1/1/1812 0:00:00	1/1/2002 0:00:00	330.00	330.00	6059.00	6.00	48.00	17.00	13345.00	46812.00	"x"
"Loosdrecht"	10639.00	1/1/2002 0:00:00	1/1/2009 0:00:00	330.00	330.00		7.00	48.00	17.00			
"Loosduinen"	10997.00	1/1/1812 0:00:00	7/1/1923 0:00:00	1107.00		8184.00	8.00	79.00		7702.00	45292.00	
"Lopik"	10333.00	1/1/1812 0:00:00	1/1/2009 0:00:00	331.00	331.00	6041.00	6.00	49.00	17.00	12566.00	44392.00	
"Loppersum"	10934.00	1/1/1812 0:00:00	1/1/2009 0:00:00	24.00	24.00	1050.00	1.00	1.00	2.00	24662.00	59296.00	
"Losser"	11166.00	1/1/1812 0:00:00	1/1/2009 0:00:00	168.00	168.00	4048.00	4.00	24.00	12.00	26352.00	48014.00	
"Lunteren"	10653.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Luyksgestel"	10011.00	1/1/1812 0:00:00	1/1/1997 0:00:00	810.00	810.00	10052.00	10.00	116.00	36.00	14821.00	36611.00	
"Maarheeze"	11143.00	1/1/1812 0:00:00	1/1/1997 0:00:00	811.00	811.00	10058.00	10.00	117.00	36.00	17142.00	36964.00	
"Maarn"	10392.00	1/1/1818 0:00:00	1/1/2006 0:00:00	332.00	332.00	6033.00	6.00	44.00	17.00	15471.00	45190.00	
"Maarssen"	10191.00	1/1/1812 0:00:00	1/1/2009 0:00:00	333.00	333.00	6055.00	6.00	48.00	17.00	13079.00	46076.00	
"Maarssenbroek"	10171.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1342.00		6073.00	6.00	48.00		13005.00	46024.00	
"Maarsseveen"	10874.00	1/1/1818 0:00:00	7/1/1949 0:00:00	1108.00		6058.00	6.00	48.00		13296.00	46255.00	
"Maartensdijk"	10691.00	1/1/1812 0:00:00	1/1/2001 0:00:00	334.00	334.00	6010.00	6.00	48.00	17.00	13968.00	46192.00	
"Maasbommel"	10692.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Maasbracht"	10964.00	1/1/1812 0:00:00	1/1/2009 0:00:00	933.00	933.00	11069.00	11.00	122.00	38.00	19065.00	35016.00	
"Maasbree"	11352.00	2/14/1818 0:00:00	1/1/2009 0:00:00	934.00	934.00	11113.00	11.00	123.00	37.00	20178.00	37430.00	
"Maasdam"	11019.00	1/1/1812 0:00:00	1/1/1984 0:00:00	554.00	554.00	8136.00	8.00	90.00	29.00	9765.00	42312.00	
"Maasdonk"	10370.00	1/1/1993 0:00:00	1/1/2009 0:00:00	1671.00			10.00					
"Maasdriel"	10341.00	8/1/1944 0:00:00	1/1/2009 0:00:00	263.00	263.00	5015.00	5.00	42.00	16.00	14944.00	41988.00	
"Maashees en Overloon"	10532.00	1/1/1812 0:00:00	5/1/1942 0:00:00	1109.00		10083.00	10.00	119.00		19416.00	39858.00	
"Maasland"	10393.00	1/1/1812 0:00:00	1/1/2004 0:00:00	555.00	555.00	8164.00	8.00	81.00	27.00	7789.00	43928.00	
"Maasniel"	11261.00	1/1/1812 0:00:00	8/1/1959 0:00:00	1110.00		11078.00	11.00	122.00		19974.00	35743.00	
"Maassluis"	10880.00	1/1/1812 0:00:00	1/1/2009 0:00:00	556.00	556.00	8006.00	8.00	85.00		7650.00	43788.00	
